event_label,tournament,player,best_odds,best_decimal,best_implied_raw,best_book,dk_odds,dk_implied_raw,avg_novig_prob
us_open,US Open Winner,Erik van Rooyen,25000,251.0,0.003984,betmgm,25000.0,0.003984,0.0025021105996773777
us_open,US Open Winner,Adam Hadwin,25000,251.0,0.003984,betmgm,,,0.002499139039073512
us_open,US Open Winner,Victor Perez,25000,251.0,0.003984,betmgm,,,0.002499139039073512
us_open,US Open Winner,Laurie Canter,35000,351.0,0.002849,draftkings,35000.0,0.002849,0.002435560053325716
us_open,US Open Winner,Austin Eckroat,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.0023444894110356608
us_open,US Open Winner,Matt Wallace,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.0023444894110356608
us_open,US Open Winner,Chris Kirk,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.0022939825386700755
us_open,US Open Winner,Tiger Woods,35000,351.0,0.002849,betonlineag,25000.0,0.003984,0.002254689533081289
us_open,US Open Winner,Eric Cole,35000,351.0,0.002849,draftkings,35000.0,0.002849,0.002145274724687517
us_open,US Open Winner,Kevin Yu,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.0020888260382666396
us_open,US Open Winner,Patrick Rodgers,30000,301.0,0.003322,draftkings,30000.0,0.003322,0.0020888260382666396
us_open,US Open Winner,Ben Campbell,30000,301.0,0.003322,betmgm,,,0.002083870453765614
us_open,US Open Winner,Joe Highsmith,30000,301.0,0.003322,betmgm,,,0.002083870453765614
us_open,US Open Winner,Nicholas Dunlap,30000,301.0,0.003322,betmgm,,,0.002083870453765614
us_open,US Open Winner,Padraig Harrington,30000,301.0,0.003322,espnbet,,,0.002056441328899377
us_open,US Open Winner,Karl Vilips,35000,351.0,0.002849,draftkings,35000.0,0.002849,0.001791410410301522
us_open,US Open Winner,Lee Hodges,35000,351.0,0.002849,draftkings,35000.0,0.002849,0.001791410410301522
us_open,US Open Winner,Phil Mickelson,50000,501.0,0.001996,betonlineag,30000.0,0.003322,0.001690885961763315
us_open,US Open Winner,Matthieu Pavon,50000,501.0,0.001996,draftkings,50000.0,0.001996,0.001669463338318721
us_open,US Open Winner,Elvis Smylie,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.0015681914929069835
us_open,US Open Winner,Nicolas Echavarria,40000,401.0,0.002494,draftkings,40000.0,0.002494,0.0015681914929069835
us_open,US Open Winner,Beau Hossler,45000,451.0,0.002217,draftkings,45000.0,0.002217,0.0013940178587709632
us_open,US Open Winner,Garrick Higgo,45000,451.0,0.002217,draftkings,45000.0,0.002217,0.0013940178587709632
us_open,US Open Winner,Ryo Hisatsune,45000,451.0,0.002217,draftkings,45000.0,0.002217,0.0013940178587709632
